Date,Open,High,Low,Close,Volume,Daily_Return,MA_7,MA_30,BB_Middle,BB_Upper,BB_Lower,Volatility_30,Cumulative_Return,Daily_Return_Outlier
2025-05-13,444.37800844651383,447.24606632617565,441.9763809723924,445.7276916503906,23618800,,445.7276916503906,445.7276916503906,445.7276916503906,,,,0.0,False
2025-05-14,444.73528972695,450.45150777480933,444.73528972695,449.4988098144531,19902800,0.008460587562103772,447.6132507324219,447.6132507324219,447.6132507324219,452.9464171853506,442.28008427949317,,0.008460587562103772,False
2025-05-15,448.16655392379437,453.55526390744575,447.82852124457236,450.512939453125,21992300,0.002256134202202942,448.57981363932294,448.57981363932294,448.57981363932294,453.62285423436936,443.5367730442765,,0.010735809985276346,False
2025-05-16,449.43915228561843,451.73580834700897,446.1383501578063,451.6463317871094,23849800,0.002515781978116305,449.34644317626953,449.34644317626953,449.34644317626953,454.48048374027894,444.2124026122601,,0.01327860092067401,False
2025-05-19,448.27591363294266,456.9355998797858,448.1963586877965,456.2197570800781,21336500,0.010126120752209422,450.7211059570312,450.7211059570312,450.7211059570312,458.3081168704873,443.13409504357514,,0.023539182389226587,False
2025-05-20,452.9587181303489,455.69283539558984,451.69606398891386,455.5238342285156,15441800,-0.001525411472787952,451.5215606689453,451.5215606689453,451.5215606689453,459.3591402430569,443.6839810948337,,0.021977863977562073,False
2025-05-21,451.94462570262056,455.1360777634671,449.20055644956204,449.9561767578125,19216900,-0.012222538212808609,451.29793439592635,451.29793439592635,451.29793439592635,458.54982761057533,444.04604118127736,,0.009486700482451704,False
2025-05-22,452.32244757902833,457.5918252828005,451.27849365115543,452.2329406738281,18025600,0.005059968133832582,452.22725568498885,451.41481018066406,451.41481018066406,458.1612331457729,444.66838721555524,,0.014594671018420602,False
2025-05-23,447.3811293692874,451.06969358680703,446.3173019248347,447.5799560546875,16883500,-0.010288911312403837,451.953133719308,450.98871527777777,450.98871527777777,457.7976059478277,444.1798246077278,,0.004155596430274633,False
2025-05-27,453.8435898996704,458.2877744248074,453.48565331857327,458.0292663574219,20974300,0.02334624274697772,453.02689470563615,451.69277038574216,451.69277038574216,459.50542131919497,443.88011945228936,,0.02759885674027207,False
2025-05-28,458.55619745791415,459.84867709346275,454.2909661144885,454.7184753417969,17086300,-0.007228339450783938,453.4657723563058,451.96783447265625,451.96783447265625,459.6008426759282,444.3348262693843,0.16932757925701242,0.020171023384515818,False
2025-05-29,458.884303233251,459.05333474747385,452.68035209769624,456.0308837890625,13974800,0.002886199964228675,453.4387904575893,452.3064219156901,452.3064219156901,459.9529233818184,444.65992044956187,0.1606881026038444,0.023115440955715272,False
2025-05-30,457.0648535034259,459.0135248792732,452.90900269221845,457.7011413574219,34770500,0.0036625974856825394,453.7498343331473,452.72140033428485,452.72140033428485,460.6303407091378,444.8124599594319,0.15337182842342065,0.026862700997322575,False
