Date,Open,High,Low,Close,Volume,Daily_Return,MA_7,MA_30,BB_Middle,BB_Upper,BB_Lower,Volatility_30,Cumulative_Return,Daily_Return_Outlier
2025-05-06,111.4537475013017,114.7129742117387,110.7938992837595,113.51325988769531,158525600,,113.51325988769531,113.51325988769531,113.51325988769531,,,,0.0,False
2025-05-07,113.02337494499027,117.65228163619798,112.25355204144066,117.03242492675781,206758800,0.031002237470267424,115.27284240722656,115.27284240722656,115.27284240722656,120.24969333369799,110.29599148075513,,0.031002237470267424,False
2025-05-08,118.22214377270919,118.65204278244111,115.82270761670769,117.34235382080078,198428100,0.002648230985873523,115.96267954508464,115.96267954508464,115.96267954508464,120.2165043996571,111.70885469051218,,0.03373256954204118,False
2025-05-09,117.32235248570746,118.20215005190205,115.18285724943865,116.62252044677734,132972200,-0.006134471915594353,116.12763977050781,116.12763977050781,116.12763977050781,119.66299556747255,112.59228397354308,,0.027391166125950273,False
2025-05-12,121.94127499373305,122.97103118896484,120.25167057965504,122.97103118896484,225023300,0.05443640488875179,117.49631805419922,117.49631805419922,117.49631805419922,124.34026869277912,110.65236741561932,,0.0833186476243093,False
2025-05-13,124.95056035306071,131.18908818741485,124.44067836400953,129.89938354492188,330430100,0.0563413373781545,119.56349563598633,119.56349563598633,119.56349563598633,131.39688416109152,107.73010711088114,,0.1443542690381565,False
2025-05-14,133.16861033831793,135.40808800730593,131.6489642323906,135.30810546875,281180800,0.0416377797663503,121.81272561209542,121.81272561209542,121.81272561209542,137.8858054947352,105.73964572945565,,0.19200264006705003,False
2025-05-15,134.25836692241,136.26790331471523,132.62876117393418,134.79824829101562,226632600,-0.0037681199952365185,124.85343824114118,123.43591594696045,123.43591594696045,140.921610830162,105.9502210637589,,0.18751103108463862,False
2025-05-16,136.18791721457987,136.31789147723805,133.42857277146337,135.36810302734375,226542500,0.004227463958566213,127.47282082693917,124.76171451144748,124.76171451144748,142.94988486649748,106.57354415639747,,0.19253119116894868,False
2025-05-19,132.35879696756518,135.83797251007488,132.35879696756518,135.53805541992188,193154600,0.0012554832990736564,130.07220676967077,125.83934860229492,125.83934860229492,144.29211897866367,107.38657822592617,,0.19402839416308582,False
